name,domain,city,state,total_score,grade,website_seo_score,pagespeed_score,gbp_score,total_pass,total_warn,total_fail
Forks Chem-Dry,forkschemdry.com,Grand Forks,ND,77.4,B,82.2,42.4,90.0,29,6,8
